channel_number,OMR_Flow,channel_id,node,lolo,lomed,lohi,medlo,medmed,medhi,hilo,himed,hihi,Alt,length_feet,upnode,downnode
2,<-5500,1,2,0.9720755017248596,-1,-1,0.9807700896080682,0.9933005891011616,-1,0.9655604363818066,0.98727526281099,0.9996762661846814,Alt2d,14000,2,3
2,-3500,1,2,0.9837056847303828,0.9952255772455378,0.9995346357178116,-1,0.9952562001654808,0.9998384603732564,0.9620447280434584,0.9622763710453944,0.9998460630848685,Alt1,14000,2,3
2,<-5500,1,2,0.9724557022780996,0.9784955195182656,-1,0.977126939905938,0.991093717852712,0.999351415039711,0.971993866086665,0.992301360183202,0.9995747226009248,Alt1,14000,2,3
2,-5000,1,2,0.9812934640190688,0.992466805048088,0.995858421638408,0.9890364298511104,0.9906368341841312,0.9856078656760324,0.9766550398808772,0.9932452119942116,0.999617547521393,NAA,14000,2,3
2,-5000,1,2,0.9795375574633308,0.9875277387573276,0.9965513272200672,0.9871045849567956,0.9928770172704416,0.9982402001423696,0.974109918749658,0.9940916510407802,0.9996259613068672,Alt4,14000,2,3
2,-5000,1,2,0.967732792454152,0.9871749207791268,0.9965433232453236,0.9841970288695324,0.9871652049772393,0.9941163668430104,0.9652916733956248,0.9928052178823256,0.9995916298957084,Alt2d,14000,2,3
2,-5000,1,2,0.9732094702973514,0.9872579949115374,0.9965432410544832,0.9804556485781912,0.9866057191097388,0.99405322375162,0.9713373160208364,0.9934137875896728,0.9995865004050029,Alt2b,14000,2,3
2,-3500,1,2,0.9876405345590225,0.9752443670747052,0.9995166436140815,0.9858847376053744,0.9931192538482682,0.9998667975936776,0.9517731337929644,0.9900431423131264,0.999756960901338,Alt4,14000,2,3
2,-2000,1,2,0.9909550431180714,0.9964075749732084,0.999787938404824,0.9777367343966316,0.9958170243918234,0.9998434191882712,-1,-1,0.999851269572752,Alt1,14000,2,3
2,<-5500,1,2,0.9668896295422088,-1,-1,0.9760384087146682,0.9926135749741958,0.9924245839001123,0.9653074323889276,0.987158525523246,0.9992995376763466,NAA,14000,2,3
2,<-5500,1,2,0.9774259929490646,-1,-1,0.981646162432428,0.9932979015983078,-1,0.9661752260738918,0.9872606486198724,0.9996721195891242,Alt2c,14000,2,3
2,-3500,1,2,0.9878380001548128,0.9943004715295072,0.999370098626168,0.985129139743106,0.994325689643939,0.9997706915564268,0.9721717755127074,0.994091163048736,0.9998309335094856,Alt2d,14000,2,3
2,<-5500,1,2,0.973543228471997,0.9281558580863885,-1,0.9666398703418876,0.9843234457620968,0.9922616066820182,-1,0.9607351591099932,0.9994988207789428,Alt4,14000,2,3
2,-2000,1,2,0.9926918946473018,0.9934713753580549,0.999810627235279,0.9689746390454956,0.9966629635656756,0.9996938641210036,-1,0.9942565099561624,0.999832393671256,Alt2b,14000,2,3
2,-2000,1,2,0.9913724638203636,0.9926241236148152,0.9998658542017624,0.9721988517652116,0.9931875018628138,0.9995511464944512,-1,0.9943044856620256,0.9998439451615092,Alt2c,14000,2,3
3,<-5500,2,3,0.9247265788511404,-1,-1,0.9324582425208288,0.9748882965919172,0.9799169119349558,0.8995898270395877,0.9601576999822752,0.997015211065534,NAA,13000,3,4
3,-5000,2,3,0.9539271433087654,0.978698727086423,0.992211770906222,0.9687610197341846,0.9802231979003152,0.9995429734198742,-1,-1,0.999248408753168,Alt1,13000,3,4
3,-3500,2,3,0.9704581982757206,0.9859135861315838,0.9981859013038428,-1,0.9857887052911096,0.9993569138711572,0.9309239271427096,0.9438256041931856,0.9993987574552834,Alt1,13000,3,4
3,-3500,2,3,0.9752934249041034,0.9807635672034763,0.9982249632196388,0.9663160509409056,0.9823686651787232,0.9992302156521216,0.9595716045395696,0.9837085947315352,0.9991689815040622,Alt2b,13000,3,4
3,<-5500,2,3,0.9407803866003852,-1,-1,0.925334624621008,0.9764500493794034,-1,0.8990890583150617,0.960252129753184,0.9987240599620744,Alt2a,13000,3,4
3,-5000,2,3,0.9306945780117476,0.96321890152265,0.9894835693209276,0.9660519820430462,0.9675555772436892,0.9819557136523108,0.924423371227899,0.9832646833560256,0.9985293738923544,Alt2d,13000,3,4
3,-3500,2,3,0.9771788187497056,0.980713682233226,0.9978348993465782,0.9692391999639258,0.9832221976423666,0.9991171825040192,0.9591229427923884,0.9865061492277074,0.9993507242817948,Alt2c,13000,3,4
3,-2000,2,3,0.9819679748981112,0.9833187536337638,0.9992104310679556,0.9441355342587744,0.989997781287704,0.9987263940428456,-1,0.9830560910573788,0.9994956021748808,Alt2b,13000,3,4
3,-3500,2,3,0.9702142814922158,0.9728743837633504,0.9983804792848788,0.9444333083254364,0.9721261127329444,0.9992449011653012,0.9358655258729012,0.9878104391049012,0.99923564878604,NAA,13000,3,4
3,-2000,2,3,0.9770170213822638,0.9849259282582256,0.99928278155334,0.9437813685480764,0.9901420477975708,0.9987173335558502,-1,0.9831502062064188,0.9995310915405168,Alt2a,13000,3,4
3,-5000,2,3,0.938973080466846,0.9635990935350492,0.9894832535695745,0.9555772879038832,0.9663832858286784,0.981808560681474,0.9383478561108204,0.984404065530334,0.9985083958537916,Alt2b,13000,3,4
3,-2000,2,3,0.9819286231293812,0.9859987421724944,0.9992856978963224,0.944405759616192,0.9910286463699016,0.9987123142089276,-1,0.9830937297715404,0.9995897129202104,Alt4,13000,3,4
3,-5000,2,3,0.9536861346525092,0.9808493555314446,0.9891276214736802,0.9785465376783264,0.977031131611685,0.968355638676208,0.9492166873691432,0.9849706914710062,0.9986300868929576,NAA,13000,3,4
3,<-5500,2,3,0.934530010220724,-1,-1,0.9498685548530968,0.9765182721916064,-1,0.9093962168030716,0.9603574145883144,0.9987261700597182,Alt2d,13000,3,4
3,-2000,2,3,0.9844915588281772,0.980076339915262,0.9948928784862549,0.9683393020855532,0.9868017488076848,0.9983284359476892,-1,0.9822004030835108,0.9995510709613916,Alt2d,13000,3,4
3,-5000,2,3,0.9399469199884576,0.9634684575067743,0.985275577871118,0.9535567918715988,0.9677376962044346,0.9819076731445447,0.9396485957814988,0.9819194655354924,0.9985125631127112,Alt2c,13000,3,4
3,-2000,2,3,0.9798339878009266,0.9913626818071506,0.999068017050535,0.9431262560595546,0.9917418590250826,0.994785533008944,-1,0.9870904046756156,0.999545841976578,NAA,13000,3,4
3,-2000,2,3,0.9777557483984538,0.988567663214586,0.999128323916028,0.9583843840512536,0.98929569953294,0.9993965364850588,-1,-1,0.9995613004761388,Alt1,13000,3,4
3,-5000,2,3,0.9360105458971606,0.9642343894745086,0.9894870165609424,0.9562181445054144,0.9669923208700488,0.9819470148069294,0.9362729469269186,0.9846736880469016,0.9984908241065128,Alt2a,13000,3,4
3,-3500,2,3,0.9750662413233993,0.982120481081302,0.99740183458668,0.9697866417803138,0.9836635542354288,0.9990992607493392,0.9381248558616032,0.9849919519473794,0.9994280668486814,Alt2d,13000,3,4
3,-2000,2,3,0.9810066751424058,0.9834654332168872,0.9996202016075334,0.9520177882986622,0.9856528183419396,0.9981471732973244,-1,0.98236980867923,0.9995411269909265,Alt2c,13000,3,4
3,-3500,2,3,0.9763610604013284,0.9515633469691483,0.9982182111468956,0.9691107923239868,0.9825281602190252,0.9991828978989092,0.9600308869359188,0.9844984393714924,0.9991469628169304,Alt2a,13000,3,4
3,-5000,2,3,0.9486831360991886,0.9643197679654018,0.9894980406993292,0.9693609153201675,0.9798252403946862,0.993719177783944,0.9433358339784212,0.981955244694544,0.998644536960946,Alt4,13000,3,4
3,<-5500,2,3,0.9500436919066076,-1,-1,0.9460989969439916,0.9765194509653512,-1,0.9013734978127113,0.9603379393131362,0.9987295346850038,Alt2c,13000,3,4
3,<-5500,2,3,0.931068671103315,0.8698144408385448,-1,0.9324202185564336,0.9505020867341158,0.9793931142233268,-1,0.9293322667179584,0.9976453021684504,Alt4,13000,3,4
3,<-5500,2,3,0.939774545652846,-1,-1,0.9255304929753388,0.9764201289668202,-1,0.900363603982577,0.9602817315333088,0.9987331840011712,Alt2b,13000,3,4
3,<-5500,2,3,0.9381860436557776,0.9426837882894844,-1,0.9477075062201236,0.9752148296023984,0.9971661135042692,0.92742716340758,0.9814246978270166,0.9984541947305364,Alt1,13000,3,4
3,-3500,2,3,0.972372709828125,0.9455598564449726,0.9981189813209326,0.9702834636433086,0.9793762436299251,0.9994847969079792,0.9257887064988146,0.9784795529104814,0.9990943212718638,Alt4,13000,3,4
4,<-5500,3,4,0.9296098302607138,-1,-1,0.9165055630973128,0.9577483203283932,-1,0.8825496000537899,0.943994211420394,0.9922687756412442,Alt2a,14050,4,5
4,-3500,3,4,0.9674056659520932,0.9668944522399596,0.9897959552173626,0.9577074481567184,0.9768328743604486,0.9926387419381474,0.9433104038379966,0.9719636956309832,0.996175909003198,Alt2c,14050,4,5
4,-5000,3,4,0.9517829404143904,0.97519379058853,0.9798529803756274,0.9628426400746306,0.9542027840001904,0.9955052321115668,-1,-1,0.9948675070847954,Alt1,14050,4,5
4,-3500,3,4,0.968584993901418,0.9669248282015436,0.9882648003356124,0.9598737475140672,0.9765280217524908,0.9928634957039858,0.9334533943887888,0.974193782266423,0.9960679725361072,Alt2d,14050,4,5
4,-5000,3,4,0.9383399407263942,0.9700270742413332,0.9825455852234776,0.9640004768150782,0.9629137980999836,0.9664112308419842,0.9308632885139896,0.9712269891685102,0.994816072685372,NAA,14050,4,5
4,-3500,3,4,0.9532049851417064,0.980229829137222,0.9922509156690602,-1,0.981467940569588,0.995968273380238,0.9527861082792952,0.9613829574900628,0.995740808828334,Alt1,14050,4,5
4,-2000,3,4,0.9769870243697336,0.9804670550535124,0.9939529933437822,0.9563923113822614,0.9838708377755458,0.994193241484042,-1,0.9806569811950414,0.997132046087646,Alt2b,14050,4,5
4,<-5500,3,4,0.9279265443974224,-1,-1,0.9255762317398448,0.9576487345635124,-1,0.9353323931680716,0.9440541486281492,0.992255672908284,Alt2d,14050,4,5
4,<-5500,3,4,0.9297072763641286,-1,-1,0.9132949187753868,0.9578003842928002,-1,0.883618187978798,0.9440225173719008,0.992268068479594,Alt2b,14050,4,5
4,-5000,3,4,0.9236806941998222,0.9427978686906522,0.9815662068855808,0.935804732268104,0.9586255002672208,0.9820780912169546,0.9225386025381476,0.9700353448462832,0.9950947001116108,Alt2c,14050,4,5
4,-5000,3,4,0.9301656479190196,0.9449061006879274,0.9762499560894052,0.9368647972859484,0.9591741866468056,0.9821138581454238,0.9220793812213692,0.9705750161366172,0.9951310321729474,Alt2a,14050,4,5
4,-2000,3,4,0.9757326446333476,0.9812577046907384,0.9941945175937048,0.9542985289378914,0.98527101264511,0.9941496402147504,-1,0.9805019371789336,0.9976114758386844,Alt4,14050,4,5
4,-3500,3,4,0.968149223981122,0.9525664453425128,0.9893668501473004,0.9437629614389982,0.9729920399243864,0.9939603798802475,0.9486090434928665,0.9830644353399908,0.9968688245983738,NAA,14050,4,5
4,-3500,3,4,0.9671159010169154,0.9545697849071784,0.9923743705174084,0.9705608822504204,0.9802315152083148,0.9955664651840784,0.9339320199015728,0.978864868049878,0.9944548159002862,Alt4,14050,4,5
4,-5000,3,4,0.9393399333002364,0.944706706991578,0.9762531506075334,0.9369286502246316,0.9585172358614298,0.9821144453924348,0.9220330199622782,0.9706108843145088,0.9950902677044268,Alt2b,14050,4,5
4,-3500,3,4,0.9702745064836776,0.9608540787752576,0.9917772708873682,0.9609521680543824,0.9785139548528052,0.9934339067374082,0.9433071424132282,0.9749870409819226,0.9960542554765852,Alt2b,14050,4,5
4,-2000,3,4,0.975617960638255,0.9810402216367758,0.9941803667529012,0.9562792534328252,0.9839305408006556,0.9940892279424476,-1,0.9805700291298632,0.997219999540753,Alt2a,14050,4,5
4,<-5500,3,4,0.9311163121041968,0.9329015652531132,-1,0.9262842847091476,0.9678450827285816,0.988890588895562,0.9112861429250424,0.972620385211251,0.9954303308972784,Alt1,14050,4,5
4,<-5500,3,4,0.924047158969748,-1,-1,0.9184592743284976,0.9604565740195672,0.9638255317865404,0.8831526340485022,0.9439132456316052,0.9848987783882868,NAA,14050,4,5
4,-2000,3,4,0.9797617469796353,0.9744559833586394,0.985409368163716,0.9549188489731132,0.9815601160832836,0.9937150552024222,-1,0.979229930341656,0.9974852186904274,Alt2d,14050,4,5
4,<-5500,3,4,0.9372693256554352,-1,-1,0.9187250978811254,0.957589056803148,-1,0.8846600192115094,0.9440039393481642,0.9922773068029318,Alt2c,14050,4,5
4,-2000,3,4,0.9777052356087452,0.980848887974128,0.9952955168017604,0.9626696121443375,0.9882181866697206,0.9902992344487478,-1,0.9794504813466584,0.997535010967482,NAA,14050,4,5
4,-2000,3,4,0.9782146761039336,0.9876047721775588,0.9934077429832866,0.962103078629332,0.9879569533366812,0.9958673087780636,-1,-1,0.9974496122392784,Alt1,14050,4,5
4,-3500,3,4,0.963585499144314,0.9569972035709898,0.9917870322360072,0.9634208757331134,0.9776647584673372,0.9931984227480692,0.9431782403577432,0.9778416259394692,0.9958282599658288,Alt2a,14050,4,5
4,<-5500,3,4,0.9212914928270484,0.913383256660638,-1,0.923563810034338,0.9393136426378146,0.9629139704863257,-1,0.9442579669278992,0.987054515120627,Alt4,14050,4,5
4,-5000,3,4,0.9300078127099168,0.9426653114338872,0.9762529911434767,0.9393930637871184,0.9588754543837568,0.9820680866804008,0.919271936127258,0.971169079750417,0.9951426348238722,Alt2d,14050,4,5
4,-2000,3,4,0.9787308412999814,0.9763609553139244,0.9965261428119688,0.959491055456198,0.9804853313299664,0.9922794895862036,-1,0.9791870787444704,0.9974669375382976,Alt2c,14050,4,5
4,-5000,3,4,0.9366920309938992,0.944980817894025,0.9762539237904316,0.9476496398173336,0.9595515454047678,0.9826538394679096,0.9528177433549172,0.97402075915407,0.9954996930061044,Alt4,14050,4,5
5,<-5500,4,5,0.8647027055611541,-1,-1,0.8568240858477926,0.9263290297559512,0.9372296828658444,0.8443694744991662,0.9045808183759548,0.9773266545503344,NAA,12350,5,6
5,-3500,4,5,0.9402614257972596,0.9436217371616348,0.9832580670141676,0.924774274127808,0.960410452417977,0.9888228280684652,0.9057198838544304,0.9524845771273872,0.9880647513301604,Alt2c,12350,5,6
5,-3500,4,5,0.9420041398925952,0.9456917841616144,0.9799827957296708,0.9295866925660196,0.9609295169164817,0.9891629174545968,0.8934828006326792,0.9560643788362032,0.988898954950756,Alt2d,12350,5,6
5,-2000,4,5,0.9628726788094798,0.9579853628773712,0.9957749386803249,0.9383029987985608,0.9677391783915674,0.987768497606112,-1,0.9650414737484384,0.9915438063365278,Alt2c,12350,5,6
5,<-5500,4,5,0.8721014576009064,-1,-1,0.8680229375160415,0.9210772213673916,-1,0.900451728804256,0.904692279869572,0.9890657867540092,Alt2d,12350,5,6
5,<-5500,4,5,0.8655233265443943,0.8497610084066403,-1,0.8671622478011466,0.8905496045845085,0.9359999880175952,-1,0.8958396347108638,0.9818136182896487,Alt4,12350,5,6
5,-5000,4,5,0.8794404802161984,0.9023738738483482,0.954837958287252,0.8954732096478608,0.9267515741607266,0.9569174120583092,0.8759453122597669,0.9515885881112937,0.9913603599870496,Alt2a,12350,5,6
5,-3500,4,5,0.944401084931456,0.9334350291770404,0.9866881697604954,0.9276353777944342,0.9639797216002348,0.9901653461565824,0.9057748256214848,0.9549624593846378,0.9898162795968822,Alt2b,12350,5,6
5,-5000,4,5,0.8739684167629662,0.9002240143521136,0.962782953540014,0.8927587465627829,0.9265818787571802,0.956802209506891,0.8763315807076253,0.9497088449667986,0.9913422287386262,Alt2c,12350,5,6
5,-5000,4,5,0.9245312403972225,0.950227864955842,0.9601238148508786,0.9291771916542402,0.926192183479902,0.993918437652424,-1,-1,0.989657465372454,Alt1,12350,5,6
5,-2000,4,5,0.966036806996148,0.9538896827924862,0.9795847867709558,0.9320649868345386,0.9698458588687032,0.9900385764403712,-1,0.9651078965785972,0.993652590262834,Alt2d,12350,5,6
5,-5000,4,5,0.8939810247580421,0.9503667769869548,0.9669243322888604,0.9402393280117975,0.938000677404186,0.9291054022805578,0.8871803236442412,0.9539093537771554,0.9927341448524472,NAA,12350,5,6
5,-3500,4,5,0.9243616540752854,0.9658444357559712,0.9863470138890912,-1,0.9664648345420276,0.993545793036706,0.915559537469152,0.926193713911206,0.993436278689074,Alt1,12350,5,6
5,-2000,4,5,0.9574163015607452,0.9664603996948358,0.9918658917725036,0.9330943040854112,0.970737985454249,0.9911353048851927,-1,0.9628198642869304,0.989972244733701,Alt2a,12350,5,6
5,<-5500,4,5,0.8777979220880208,0.8768909917556108,-1,0.8743640446697843,0.9459232639139252,0.9830262032242404,0.85210888057569,0.9564586939687688,0.9923081863689226,Alt1,12350,5,6
5,<-5500,4,5,0.8780138856717125,-1,-1,0.8530055043314624,0.9214043906303389,-1,0.8440596993902887,0.9046359732040092,0.9890446843551692,Alt2a,12350,5,6
5,-5000,4,5,0.8804184078630772,0.8999124001581721,0.9548352438293752,0.8946436714140904,0.9270300012293606,0.9567908859142452,0.8759659405241764,0.9525441508472056,0.9910957460714516,Alt2d,12350,5,6
5,<-5500,4,5,0.8847517147387275,-1,-1,0.860293555710727,0.920987777265718,-1,0.845670851640228,0.9046385773696166,0.98904166526554,Alt2c,12350,5,6
5,-2000,4,5,0.9642851529860176,0.9762190493053978,0.9909497567797172,0.937259432484082,0.9738032674647992,0.9939915243608808,-1,-1,0.988677204181646,Alt1,12350,5,6
5,-2000,4,5,0.9580083882724494,0.9665910488016728,0.9918840870571132,0.9343618522684556,0.972681960438935,0.9912710951773144,-1,0.9601706202459503,0.9891282531347588,Alt4,12350,5,6
5,-3500,4,5,0.9409247235987692,0.9245516015613434,0.9856321445574454,0.9041221359921304,0.9544643594480766,0.9909456398884512,0.9088411688344924,0.9710510498114348,0.9922299299986076,NAA,12350,5,6
5,-3500,4,5,0.9423429033592589,0.9230294228453164,0.987106037570493,0.9473003597173112,0.9661466125502964,0.9935723036531596,0.8984366112435308,0.9668102139148612,0.9877368667467348,Alt4,12350,5,6
5,-2000,4,5,0.9614841329105264,0.96468949617381,0.9927878830195724,0.945110573554528,0.981054207139866,0.9810944221549656,-1,0.9645706729748575,0.9910680120458384,NAA,12350,5,6
5,<-5500,4,5,0.8780938379598683,-1,-1,0.8486855806527395,0.9213854064404684,-1,0.8450112645313823,0.9046448544928326,0.9890469688136349,Alt2b,12350,5,6
5,-3500,4,5,0.935608228413772,0.92705613081219,0.986693036540422,0.9336394654580806,0.9616446597371168,0.9897799764217352,0.9056678128130068,0.961180959335191,0.9895122439583752,Alt2a,12350,5,6
5,-2000,4,5,0.9598612554636136,0.965033510184631,0.9916526276722216,0.9335216012229166,0.9706525715113238,0.991237329080924,-1,0.962965873844131,0.9897993436128896,Alt2b,12350,5,6
5,-5000,4,5,0.8880883714428932,0.902147804897336,0.95483454931566,0.8958675842337366,0.926392479604332,0.95688287695719,0.8757013428985324,0.95165488936383,0.9913243918891376,Alt2b,12350,5,6
5,-5000,4,5,0.8883032481251801,0.902269279739745,0.954837315417807,0.9042827893250824,0.9313254098054384,0.9690997140402672,0.920229430383327,0.956687960519132,0.9917996460293784,Alt4,12350,5,6
6,-5000,5,6,0.8927970909476309,0.9471712153617512,0.9455958577867056,0.9205719246486532,0.918634871361304,0.982680489236782,-1,-1,0.9825059437278376,Alt1,9878,6,7
6,<-5500,5,6,0.8555135725444547,-1,-1,0.8373557367209554,0.9297729219560468,-1,0.8384997983566519,0.9228159585137988,0.9758789480985556,Alt2a,9878,6,7
6,<-5500,5,6,0.8516119805860777,-1,-1,0.8471839588006043,0.9295425279833904,-1,0.867970411709435,0.9228293200344624,0.9758685270287978,Alt2d,9878,6,7
6,-5000,5,6,0.8655831655639998,0.8937152322277409,0.9537563762251235,0.870567864650144,0.9228473252441702,0.9462081327391392,0.8648090625759862,0.932641587784626,0.9867480801237796,Alt2c,9878,6,7
